Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs088,368.85,1352
ex6_2_6,80.38,60254
ex6_2_8,39.06,31794
ex6_2_9,30.17,21528
ex6_2_12,9.45,7778
ex8_4_4bis,111.84,77442
hs093,680.63,397236
ex6_2_10,777.72,330912
ex14_2_7,72.14,11716
ex6_1_3bis,19.38,11254
ex8_5_1bis,12.6,4412
hs102,3628.53,892868
hs103,1011.45,254300
dualc5,123.87,53022
dualc8,553.58,192316
ex2_1_9bis,159.86,75136
hs108,173.53,41636
mistake,1530.94,422448
ex2_1_9,12.51,5154
odfits,59.62,17960
hs113,23.56,5914
chem,3018.01,913456
chem-1,3028.89,913456
chembis,1078.68,483166
ex6_1_3,132.88,17750
sambal,3196.24,475870
himmel16,21.85,2876
ex2_1_7,22.1,2454
ex2_1_8,22.29,1982
launch,13.61,514
