Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs088,484.07,1338
ex6_2_6,87.55,60276
ex6_2_8,41.88,31628
ex6_2_9,34.46,21510
ex6_2_12,10.75,7756
ex8_4_4bis,129.24,77932
hs093,673.34,381918
ex6_2_10,807.18,331000
ex14_2_7,91.33,12020
ex6_1_3bis,36.88,11250
ex8_5_1bis,19.11,4490
hs102,3508.3,921134
hs103,1060.22,262354
dualc5,126.97,54068
dualc8,626.33,188766
ex2_1_9bis,165.77,75058
hs108,241.79,37560
mistake,1482.76,438546
ex2_1_9,8.64,5100
odfits,53.51,18784
hs113,20.08,4708
chem,2761.05,905344
chem-1,2053.47,905344
chembis,1026.06,479520
ex6_1_3,121.96,16152
sambal,3744.98,505302
himmel16,30.56,4322
ex2_1_7,19.14,2524
ex2_1_8,18.19,1728
launch,4.05,142
