Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
sambal,4300.0,489053
chem,3580.844,913178
hs102,3536.514,982971
mistake,3245.188,679029
chem-1,3061.612,913178
hs103,1293.24,270342
chembis,1237.0520000000001,486655
hs093,945.2299999999999,437028
ex6_2_10,874.1940000000001,331183
dualc8,651.446,187428
ex2_1_9bis,396.758,135647
hs088,337.90999999999997,1322
hs108,290.2,48538
ex6_1_3,178.35,17249
dualc5,155.658,57094
ex8_4_4bis,140.98600000000002,77477
ex6_2_6,104.73600000000002,60216
ex14_2_7,88.388,13378
odfits,67.80199999999999,18478
ex2_1_7,58.61800000000001,6186
ex6_2_8,49.236000000000004,31747
ex2_1_9,41.586,11355
ex6_2_9,39.928,21452
ex2_1_8,38.444,3149
hs113,30.089999999999996,5377
ex6_1_3bis,23.631999999999998,11226
himmel16,22.826,2063
launch,21.568,1702
ex8_5_1bis,16.444,4373
ex6_2_12,12.690000000000001,7848
