Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs102,3634.3239999999996,932295
sambal,3352.72,499044
chem-1,3014.662,908216
chem,2975.07,908216
mistake,1558.2,421727
chembis,1205.5700000000002,484216
hs103,1069.3799999999999,252278
ex6_2_10,769.798,330777
hs093,684.4200000000001,415923
dualc8,539.0600000000001,189976
hs088,369.546,1352
ex2_1_9bis,158.704,75421
hs108,155.55,39151
ex6_1_3,128.614,16456
dualc5,118.84400000000001,53760
ex8_4_4bis,111.402,77285
ex6_2_6,82.90799999999999,60310
ex14_2_7,80.64,12538
odfits,55.577999999999996,18108
ex6_2_8,39.884,31777
ex6_2_9,30.648000000000003,21528
himmel16,29.686,3704
launch,23.826,1324
hs113,21.594,5270
ex2_1_7,19.669999999999998,2428
ex6_1_3bis,19.278,11215
ex2_1_8,17.759999999999998,1670
ex2_1_9,13.290000000000001,5093
ex8_5_1bis,11.418000000000001,4087
ex6_2_12,9.534,7778
