Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs088,377.99,1352
ex6_2_6,86.55,60408
ex6_2_8,39.46,31794
ex6_2_9,30.01,21528
ex6_2_12,9.58,7778
ex8_4_4bis,110.63,77136
hs093,625.21,397882
ex6_2_10,752.94,330912
ex14_2_7,78.38,12386
ex6_1_3bis,18.71,11254
ex8_5_1bis,12.31,4562
hs102,3760.37,949186
hs103,1025.02,246938
dualc5,118.6,54038
dualc8,542.91,188534
ex2_1_9bis,154.22,74802
hs108,152.87,41506
mistake,1566.95,419232
ex2_1_9,12.74,5092
odfits,58.15,18088
hs113,21.01,5218
chem,3002.04,905272
chem-1,3022.32,905272
chembis,1052.49,485634
ex6_1_3,118.25,15114
sambal,3471.64,506584
himmel16,17.11,2068
ex2_1_7,19.98,2474
ex2_1_8,18.17,1712
launch,10.96,444
