Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs088,465.63,1308
ex6_2_6,87.75,60244
ex6_2_8,42.51,31688
ex6_2_9,35.08,21462
ex6_2_12,10.25,7762
ex8_4_4bis,115.38,78702
hs093,744.43,447806
ex6_2_10,859.88,330888
ex14_2_7,107.56,14756
ex6_1_3bis,35.58,11214
ex8_5_1bis,21.42,3952
hs102,3300.57,880666
hs103,1006.42,248418
dualc5,126.07,54604
dualc8,583.54,187020
ex2_1_9bis,170.11,75142
hs108,283.66,36332
mistake,1388.82,416718
ex2_1_9,11.92,4978
odfits,52.93,18312
hs113,22.85,5328
chem,2749.9,902116
chem-1,2491.2,902116
chembis,1117.99,483702
ex6_1_3,122.89,15548
sambal,3622.37,497198
himmel16,27.5,3868
ex2_1_7,19.34,2430
ex2_1_8,14.33,1578
launch,6.21,168
