Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs088,489.98,1388
ex6_2_6,88.01,60294
ex6_2_8,41.66,31798
ex6_2_9,33.93,21558
ex6_2_12,10.33,7762
ex8_4_4bis,132.81,77932
hs093,694.08,456772
ex6_2_10,796.1,330888
ex14_2_7,84.09,10844
ex6_1_3bis,37.69,11214
ex8_5_1bis,16.69,4302
hs102,3477.18,903738
hs103,1061.15,274058
dualc5,122.14,53296
dualc8,606.35,187572
ex2_1_9bis,165.56,74724
hs108,241.29,44098
mistake,1499.7,424320
ex2_1_9,13.15,5246
odfits,54.17,18064
hs113,21.72,5084
chem,2740.38,902374
chem-1,2040.52,902374
chembis,1028.55,480316
ex6_1_3,120.32,15908
sambal,3804.01,536118
himmel16,29.36,4024
ex2_1_7,20.35,2504
ex2_1_8,16.3,1706
launch,29.69,2676
