Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs088,117.8,1306.0
ex6_2_6,89.57,60356.0
ex6_2_8,38.11,31914.0
ex6_2_9,37.98,21512.0
ex6_2_12,10.23,7816.0
ex8_4_4bis,119.08,76158.0
hs093,521.06,398450.0
ex6_2_10,709.22,330954.0
ex14_2_7,43.45,13934.0
ex6_1_3bis,10.61,11266.0
ex8_5_1bis,7.4,3900.0
hs102,3152.66,96926.0
hs103,1122.94,282144.0
dualc5,118.08,58560.0
dualc8,518.58,191988.0
ex2_1_9bis,157.19,133398.0
hs108,158.94,50682.0
mistake,1429.48,459076.0
ex2_1_9,19.12,13396.0
odfits,49.24,19296.0
hs113,18.31,4710.0
chem,2395.3,915942.0
chem-1,1684.71,907864.0
chembis,855.2,487390.0
ex6_1_3,63.41,16950.0
sambal,3180.51,3180.51
himmel16,24.5,3916.0
ex2_1_7,40.69,4672.0
ex2_1_8,17.55,1744.0
launch,85.68,5566.0
