Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs088,536.51,1388
ex6_2_6,85.56,60294
ex6_2_8,40.29,31798
ex6_2_9,32.43,21558
ex6_2_12,9.67,7762
ex8_4_4bis,113.25,77932
hs093,695.04,441320
ex6_2_10,668.25,330888
ex14_2_7,36.16,9452
ex6_1_3bis,10.59,11214
ex8_5_1bis,8.21,4576
hs102,2645.1,901046
hs103,1102.66,256328
dualc5,112.52,56352
dualc8,477.94,189546
ex2_1_9bis,103.13,74674
hs108,138.02,43936
mistake,1309.54,409134
ex2_1_9,12.79,5264
odfits,59.99,18012
hs113,21.21,4784
chem,2367.23,906652
chem-1,1834.44,906652
chembis,835.36,481538
ex6_1_3,131.27,15908
sambal,2725.76,509872
himmel16,32.93,4024
ex2_1_7,23.97,2422
ex2_1_8,19.67,1772
launch,33.83,2676
