Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs088,495.99,1338
ex6_2_6,89.57,60276
ex6_2_8,40.48,31628
ex6_2_9,35.41,21510
ex6_2_12,9.62,7756
ex8_4_4bis,114.29,77932
hs093,640.66,381918
ex6_2_10,671.98,331000
ex14_2_7,39.62,10508
ex6_1_3bis,10.24,11250
ex8_5_1bis,7.93,4490
hs102,2695.4,893430
hs103,1150.28,261300
dualc5,107.74,54068
dualc8,473.22,188766
ex2_1_9bis,100.99,75058
hs108,124.82,37560
mistake,1324.62,420792
ex2_1_9,13.47,5100
odfits,59.9,18784
hs113,20.83,5066
chem,2369.15,905344
chem-1,1842.21,905344
chembis,832.1,479520
ex6_1_3,107.42,15824
sambal,2734.49,505302
himmel16,41.68,4322
ex2_1_7,22.67,2564
ex2_1_8,19.25,1728
launch,6.68,142
