Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs088,494.58,1388
ex6_2_6,88.74,60294
ex6_2_8,42.91,31798
ex6_2_9,34.06,21558
ex6_2_12,10.59,7762
ex8_4_4bis,128.87,77932
hs093,672.79,441320
ex6_2_10,801.34,330888
ex14_2_7,75.5,9452
ex6_1_3bis,38.31,11214
ex8_5_1bis,19.0,4456
hs102,3415.62,901046
hs103,1055.55,271140
dualc5,130.51,56352
dualc8,614.98,189546
ex2_1_9bis,167.0,74674
hs108,255.05,43936
mistake,1407.64,409134
ex2_1_9,12.46,5264
odfits,53.32,18012
hs113,20.02,4608
chem,2759.79,906652
chem-1,2057.36,906652
chembis,1027.2,481538
ex6_1_3,122.33,16546
sambal,3786.8,509872
himmel16,29.04,4024
ex2_1_7,18.53,2422
ex2_1_8,17.18,1772
launch,30.61,2676
