Archivo,Promedio de tiempo en segundos,Promedio de cantidad cajas
hs088,442.41,1308
ex6_2_6,89.01,60258
ex6_2_8,44.65,31838
ex6_2_9,34.66,21462
ex6_2_12,11.11,7762
ex8_4_4bis,116.18,77360
hs093,697.56,415118
ex6_2_10,795.14,330664
ex14_2_7,85.39,12258
ex6_1_3bis,36.51,11214
ex8_5_1bis,22.45,3748
hs102,3649.71,905332
hs103,1232.32,274740
dualc5,124.76,54198
dualc8,562.71,189586
ex2_1_9bis,166.03,74716
hs108,188.9,41598
mistake,1481.21,406178
ex2_1_9,9.94,5178
odfits,54.69,17798
hs113,20.96,4966
chem,3219.03,904954
chem-1,2683.48,904954
chembis,1040.33,478210
ex6_1_3,100.63,17226
sambal,3179.67,487744
himmel16,24.6,3764
ex2_1_7,19.31,2500
ex2_1_8,15.02,1600
launch,4.26,108
